Unnamed: 0,Edad,Tipo de trabajador,Nivel Educativo,Salario por hora,Estado civil,Sexo,Personas a cargo,Semanas trabajadas por año,"Buen
Desempeño"
,33,Desconocido,Universitario sin graduar,4551,Casado,Femenino,0,23,Si
,56,Privado,Técnico,450,Soltero,Femenino,5,52,Si
,68,Desconocido,Niño,1567,Soltero,Femenino,0,27,No
,38,Privado,Universitario sin graduar,2819,Soltero,Femenino,6,52,No
,24,Desconocido,9 grado,8421,Casado,Masculino,0,30,No
,52,Desconocido,Bachiller,6136,Viudo,Femenino,0,27,No
,38,Desconocido,7 grado,4452,Casado,Masculino,0,27,Si
,49,Privado,Magister,5324,Soltero,Femenino,4,52,No
,35,Gobierno local,PhD,5334,Divorciado,Femenino,4,52,No
,69,Desconocido,Grado 11 sin diploma,550,Soltero,Femenino,0,20,No
,60,Privado,Bachiller,500,Separado,Femenino,3,44,No
,39,Privado,Normalista,3339,Casado,Masculino,2,52,No
,24,Desconocido,7 grado,6869,Casado,Femenino,0,23,Si
,49,Desconocido,Bachiller,8278,Soltero,Femenino,0,20,Si
,68,Privado,Universitario sin graduar,2855,Casado,Masculino,6,52,No
,19,Privado,10 grado,8683,Soltero,Femenino,6,45,Si
,64,Desconocido,10 grado,6952,Soltero,Masculino,0,21,Si
,28,Desconocido,Universitario sin graduar,9992,Casado,Femenino,0,32,No
,67,Privado,Bachiller,9312,Soltero,Femenino,0,21,Si
,35,Privado,3 primaria,5439,Soltero,Femenino,4,52,No
,50,Privado,Bachiller,3762,Casado,Femenino,1,52,No
,34,Desconocido,7 grado,9302,Casado,Masculino,0,31,Si
,48,Desconocido,Bachiller,4002,Casado,Femenino,0,31,Si
,68,Privado,Bachiller,5773,Casado,Femenino,0,26,No
,40,Privado,Bachiller,557,Soltero,Femenino,4,52,Si
,64,Privado,Magister,6779,Casado,Masculino,1,52,No
,29,Desconocido,3 primaria,234,Soltero,Masculino,0,20,No
,39,Privado,Bachiller,7416,Cónyuge ausente,Femenino,5,52,No
,37,Gobierno local,Licenciatura,6596,Casado,Femenino,4,52,No
,47,Privado,Bachiller,3879,Cónyuge ausente,Masculino,3,52,Si
,55,Gobierno Nacional,Técnico,892,Casado,Masculino,6,52,No
,63,Privado,Universitario,3623,Casado,Femenino,4,52,No
,20,Privado,7 grado,8145,Divorciado,Masculino,6,52,No
,19,Independiente,Bachiller,4807,Casado,Femenino,1,52,No
,56,Desconocido,Niño,6863,Soltero,Femenino,0,30,No
,26,Mixto,Licenciatura,5584,Casado,Masculino,1,52,No
,22,Privado,3 primaria,4357,Casado,Masculino,6,52,Si
,70,Desconocido,Niño,1634,Soltero,Masculino,0,19,Si
,37,Privado,Bachiller,5725,Casado,Femenino,3,52,No
,43,Desconocido,Universitario sin graduar,958,Casado,Femenino,2,52,No
,62,Privado,Bachiller,9559,Casado,Masculino,6,52,Si
,33,Desconocido,Universitario sin graduar,3755,Casado,Masculino,4,45,Si
,26,Privado,Bachiller,1205,Casado,Masculino,3,52,No
,62,Desconocido,3 primaria,494,Casado,Masculino,0,22,No
,38,Desconocido,Niño,9794,Soltero,Femenino,0,26,Si
,31,Desconocido,Bachiller,773,Casado,Femenino,0,26,Si
,43,Gobierno local,Licenciatura,8487,Viudo,Femenino,6,52,Si
,59,Desconocido,Niño,303,Soltero,Masculino,0,32,No
,57,Privado,PhD,9991,Soltero,Masculino,6,52,Si
,22,Privado,Bachiller,9276,Casado,Femenino,1,52,No
,28,Independiente,Bachiller,5539,Casado,Femenino,3,52,No
,45,Desconocido,Niño,5943,Soltero,Masculino,0,25,No
,66,Desconocido,9 grado,2120,Casado,Femenino,0,28,Si
,63,Desconocido,Universitario sin graduar,2800,Soltero,Femenino,0,30,No
,43,Privado,Bachiller,425,Casado,Femenino,1,52,No
,38,Desconocido,Niño,5037,Soltero,Femenino,0,22,Si
,24,Desconocido,Niño,6705,Soltero,Masculino,0,20,Si
,39,Desconocido,Niño,7026,Soltero,Femenino,0,26,No
,63,Privado,Bachiller,193,Casado,Femenino,6,50,No
,70,Gobierno Nacional,Universitario sin graduar,2744,Casado,Masculino,6,52,Si
,19,Privado,Licenciatura,8717,Soltero,Masculino,6,52,Si
,54,Gobierno Nacional,Universitario sin graduar,6045,Casado,Femenino,6,52,No
,44,Privado,Bachiller,1198,Casado,Femenino,5,48,No
,53,Desconocido,Niño,9651,Soltero,Masculino,0,35,No
,25,Privado,Universitario,2549,Soltero,Femenino,6,52,No
,39,Gobierno local,Licenciatura,1438,Casado,Femenino,5,52,No
,31,Desconocido,Universitario sin graduar,1983,Casado,Femenino,0,26,No
,31,Gobierno Nacional,Licenciatura,1275,Casado,Femenino,6,52,Si
,52,Privado,Bachiller,2141,Casado,Masculino,4,52,Si
,18,Privado,Universitario sin graduar,5230,Casado,Femenino,6,52,No
,23,Desconocido,Universitario sin graduar,622,Divorciado,Femenino,0,26,Si
,34,Privado,Universitario sin graduar,2403,Soltero,Masculino,5,47,Si
,41,Desconocido,7 grado,8220,Casado,Femenino,0,30,Si
,64,Privado,Normalista,4328,Casado,Masculino,1,52,No
,28,Privado,9 grado,6569,Casado,Masculino,2,52,No
,49,Desconocido,Bachiller,6403,Casado,Masculino,0,20,Si
,41,Privado,Bachiller,9194,Soltero,Femenino,6,52,Si
,21,Privado,Bachiller,750,Casado,Femenino,6,52,Si
,57,Privado,Licenciatura,6857,Casado,Masculino,6,52,No
,69,Gobierno Nacional,Universitario,1961,Soltero,Masculino,0,25,Si
,64,Desconocido,7 grado,6359,Soltero,Masculino,0,26,No
,34,Desconocido,Bachiller,6857,Casado,Masculino,6,52,Si
,55,Desconocido,Universitario sin graduar,3364,Casado,Femenino,0,31,No
,41,Desconocido,Niño,5846,Soltero,Masculino,0,26,Si
,18,Desconocido,7 grado,6303,Casado,Masculino,0,20,No
,53,Privado,Bachiller,173,Casado,Femenino,4,45,Si
,37,Privado,Bachiller,4519,Soltero,Masculino,2,52,Si
,39,Privado,Bachiller,4487,Soltero,Masculino,6,52,No
,59,Privado,Técnico,4782,Casado,Femenino,6,52,Si
,33,Desconocido,10 grado,8039,Soltero,Masculino,0,33,No
,57,Privado,Grado 11 sin diploma,1660,Soltero,Masculino,2,46,No
,32,Gobierno local,Magister,9478,Casado,Femenino,6,52,No
,38,Privado,9 grado,4017,Casado,Masculino,2,52,No
,52,Privado,Bachiller,5494,Casado,Femenino,6,52,Si
,70,Desconocido,Bachiller,9786,Casado,Femenino,0,26,No
,70,Privado,Licenciatura,675,Soltero,Femenino,2,49,Si
,21,Desconocido,Niño,6081,Soltero,Femenino,0,23,Si
,22,Desconocido,Universitario sin graduar,5989,Casado,Femenino,0,26,Si
,46,Desconocido,Técnico,1013,Viudo,Femenino,0,20,No
,51,Desconocido,Universitario sin graduar,4131,Viudo,Femenino,0,17,Si
,28,Desconocido,Niño,4126,Soltero,Masculino,0,23,No
,27,Mixto,Bachiller,7191,Casado,Masculino,1,52,No
,41,Desconocido,Universitario sin graduar,2847,Casado,Masculino,0,26,Si
,35,Privado,Bachiller,440,Casado,Masculino,6,52,Si
,66,Desconocido,Licenciatura,9826,Casado,Masculino,0,32,No
,56,Gobierno local,9 grado,3586,Soltero,Femenino,5,46,No
,64,Desconocido,3 primaria,5374,Soltero,Masculino,3,42,Si
,52,Desconocido,Bachiller,5748,Divorciado,Femenino,0,26,No
,58,Privado,Bachiller,8321,Casado,Masculino,4,52,No
,41,Privado,Magister,5418,Casado,Masculino,4,52,No
,42,Privado,Licenciatura,3108,Casado,Masculino,6,52,No
,39,Desconocido,Bachiller,5590,Divorciado,Masculino,0,32,No
,50,Privado,Bachiller,3175,Soltero,Femenino,3,44,Si
,67,Desconocido,Niño,4983,Soltero,Masculino,0,32,No
,48,Desconocido,Niño,8261,Soltero,Masculino,0,25,No
,68,Desconocido,Magister,2309,Casado,Masculino,0,30,Si
,22,Desconocido,Niño,5386,Soltero,Masculino,0,25,Si
,55,Desconocido,Niño,2589,Soltero,Masculino,0,17,No
,35,Desconocido,Licenciatura,8370,Casado,Femenino,0,30,Si
,43,Desconocido,Niño,2381,Soltero,Femenino,0,26,Si
,57,Privado,Bachiller,5465,Viudo,Femenino,1,52,No
,59,Privado,5 primaria,5764,Separado,Femenino,4,52,No
,69,Desconocido,Universitario,3100,Divorciado,Masculino,0,32,No
,62,Desconocido,Universitario sin graduar,2567,Casado,Femenino,0,26,No
,44,Desconocido,Niño,4964,Soltero,Masculino,0,22,Si
,58,Desconocido,Niño,9321,Soltero,Masculino,0,27,No
,25,Privado,3 primaria,5264,Casado,Masculino,3,44,Si
,53,Privado,Licenciatura,567,Soltero,Femenino,2,52,No
,59,Desconocido,Niño,6885,Soltero,Femenino,0,24,No
,41,Gobierno local,Técnico,1230,Casado,Masculino,4,52,No
,45,Privado,9 grado,535,Separado,Femenino,6,52,Si
,57,Desconocido,Niño,8209,Soltero,Femenino,0,22,No
,20,Desconocido,7 grado,8511,Casado,Femenino,0,21,Si
,18,Desconocido,3 primaria,8185,Soltero,Masculino,0,26,Si
,49,Desconocido,Licenciatura,3359,Casado,Masculino,0,25,Si
,65,Desconocido,10 grado,4991,Casado,Femenino,0,21,No
,38,Privado,Universitario sin graduar,4945,Casado,Masculino,3,52,No
,35,Privado,Magister,9726,Soltero,Masculino,3,52,No
,19,Privado,Bachiller,1400,Casado,Masculino,3,52,No
,63,Desconocido,Niño,557,Soltero,Femenino,0,30,No
,63,Privado,Bachiller,2474,Divorciado,Masculino,0,24,No
,40,Desconocido,Niño,200,Soltero,Masculino,0,20,No
,42,Desconocido,9 grado,723,Soltero,Femenino,0,30,Si
,31,Desconocido,Niño,5392,Soltero,Masculino,0,20,No
,59,Desconocido,Niño,5192,Soltero,Femenino,0,28,No
,41,Privado,Bachiller,7225,Divorciado,Femenino,6,52,No
,66,Desconocido,3 primaria,8923,Casado,Masculino,0,24,Si
,57,Desconocido,Niño,8741,Soltero,Masculino,0,26,No
,45,Desconocido,Niño,1447,Soltero,Masculino,0,21,Si
,56,Desconocido,Bachiller,3692,Casado,Femenino,0,26,Si
,70,Desconocido,Bachiller,1270,Soltero,Femenino,0,25,No
,19,Desconocido,Niño,9220,Soltero,Femenino,0,25,No
,27,Privado,Universitario sin graduar,2100,Casado,Masculino,6,52,Si
,39,Privado,Magister,3578,Soltero,Femenino,4,52,No
,48,Desconocido,Niño,8477,Soltero,Femenino,0,19,Si
,22,Gobierno local,Universitario sin graduar,7963,Casado,Femenino,5,52,No
,55,Desconocido,7 grado,6395,Soltero,Masculino,0,32,No
,51,Privado,Bachiller,5120,Casado,Masculino,4,52,No
,56,Privado,Universitario,7585,Soltero,Masculino,6,51,No
,67,Privado,5 primaria,8458,Viudo,Masculino,6,52,Si
,51,Privado,Universitario sin graduar,8841,Casado,Masculino,6,52,Si
,41,Desconocido,Universitario sin graduar,6561,Casado,Masculino,0,17,No
,41,Privado,Universitario sin graduar,399,Casado,Femenino,3,52,No
,23,Desconocido,3 primaria,4395,Soltero,Femenino,0,32,Si
,27,Desconocido,Universitario sin graduar,9423,Casado,Masculino,4,52,Si
,57,Independiente,Bachiller,9914,Casado con cónyuge presente,Masculino,1,48,Si
,61,Desconocido,Bachiller,8161,Divorciado,Masculino,0,19,No
,22,Desconocido,Niño,9475,Soltero,Masculino,0,20,No
,46,Privado,Licenciatura,4146,Divorciado,Masculino,2,41,Si
,20,Desconocido,Niño,5831,Soltero,Masculino,0,26,Si
,60,Desconocido,Bachiller,8349,Separado,Femenino,0,30,Si
,47,Privado,Magister,9088,Casado,Femenino,5,51,No
,45,Desconocido,Bachiller,7660,Viudo,Femenino,0,21,Si
,41,Privado,Licenciatura,7384,Casado,Masculino,6,52,No
,55,Desconocido,7 grado,8946,Soltero,Femenino,0,19,No
,33,Privado,Bachiller,1300,Casado,Masculino,4,52,No
,31,Privado,Bachiller,3920,Casado,Masculino,6,52,No
,50,Desconocido,Niño,5974,Soltero,Masculino,0,26,Si
,70,Desconocido,Técnico,4410,Viudo,Femenino,0,24,No
,58,Desconocido,Bachiller,1487,Casado,Femenino,0,18,Si
,34,Privado,Grado 11 sin diploma,465,Soltero,Femenino,2,43,No
,33,Desconocido,3 primaria,163,Casado,Femenino,0,32,Si
,55,Desconocido,Niño,4029,Soltero,Femenino,0,22,Si
,21,Desconocido,Bachiller,8028,Casado,Femenino,0,29,Si
,70,Desconocido,Niño,5543,Soltero,Femenino,0,21,Si
,48,Desconocido,Universitario sin graduar,2311,Casado,Femenino,0,20,No
,65,Privado,Universitario sin graduar,1801,Casado,Femenino,5,52,No
,60,Privado,Bachiller,8342,Soltero,Femenino,4,52,Si
,55,Privado,Bachiller,5989,Casado,Femenino,3,52,Si
,21,Privado,7 grado,1324,Casado,Masculino,2,45,No
,22,Desconocido,Licenciatura,1302,Viudo,Femenino,0,21,Si
,34,Desconocido,Licenciatura,7194,Soltero,Masculino,3,43,Si
,55,Privado,Normalista,4512,Soltero,Masculino,6,52,No
,19,Privado,Bachiller,4153,Casado,Femenino,3,52,No
,35,Desconocido,Niño,3225,Soltero,Femenino,0,19,Si
,22,Desconocido,Niño,8724,Soltero,Femenino,0,25,Si
,21,Desconocido,9 grado,5062,Soltero,Masculino,6,44,No
,65,Desconocido,Niño,1511,Soltero,Masculino,0,27,Si
,31,Privado,7 grado,1000,Casado,Masculino,1,46,Si
,61,Desconocido,Licenciatura,2829,Casado,Femenino,0,24,No
,24,Independiente,Bachiller,7908,Casado,Masculino,1,45,Si
,31,Gobierno Nacional,Bachiller,6447,Soltero,Masculino,6,45,Si
,44,Desconocido,3 primaria,9446,Casado,Masculino,0,30,No
,57,Desconocido,Licenciatura,211,Casado,Masculino,0,18,Si
,33,Desconocido,Universitario sin graduar,6796,Soltero,Masculino,0,25,Si
,25,Privado,Bachiller,5051,Casado,Masculino,2,40,No
,54,Privado,Licenciatura,8321,Casado,Femenino,3,45,No
,53,Privado,Licenciatura,7203,Casado,Femenino,3,52,No
,21,Desconocido,Niño,8190,Soltero,Femenino,0,20,No
,27,Desconocido,Niño,7683,Soltero,Femenino,0,32,No
,47,Desconocido,Niño,3475,Soltero,Masculino,0,26,Si
,38,Privado,Bachiller,1065,Casado,Masculino,1,41,No
,41,Privado,Bachiller,6862,Divorciado,Femenino,6,52,No
,50,Privado,Bachiller,825,Casado,Femenino,6,52,No
,49,Independiente,Bachiller,7937,Casado,Femenino,1,52,Si
,24,Desconocido,Niño,8499,Soltero,Masculino,0,28,No
,69,Desconocido,Niño,4039,Soltero,Femenino,0,23,No
,57,Privado,Bachiller,912,Divorciado,Femenino,6,52,Si
,69,Desempleado,Bachiller,8988,Divorciado,Femenino,1,52,No
,29,Desconocido,Niño,2765,Soltero,Femenino,0,20,No
,55,Desconocido,Técnico,4086,Casado,Femenino,0,27,Si
,59,Privado,Licenciatura,5005,Casado,Masculino,4,52,No
,25,Desconocido,Niño,5258,Soltero,Masculino,0,33,Si
,22,Desconocido,7 grado,1707,Soltero,Masculino,0,32,Si
,47,Privado,Licenciatura,8112,Casado,Femenino,4,52,Si
,41,Privado,Licenciatura,5354,Casado,Masculino,5,52,No
,59,Privado,Técnico,1300,Casado,Masculino,5,52,Si
,59,Privado,Bachiller,3183,Soltero,Femenino,1,48,Si
,32,Privado,Bachiller,2399,Casado,Femenino,4,52,Si
,31,Desconocido,Universitario,2339,Soltero,Femenino,0,23,Si
,27,Desconocido,Niño,5945,Soltero,Masculino,0,32,Si
,21,Desconocido,9 grado,1714,Soltero,Femenino,6,42,No
,45,Privado,Licenciatura,2596,Casado,Masculino,6,52,No
,49,Desconocido,Bachiller,8734,Casado,Femenino,0,21,Si
,27,Desconocido,Bachiller,2358,Casado,Masculino,0,18,No
,46,Desconocido,Niño,1219,Soltero,Masculino,0,31,Si
,46,Desconocido,Niño,9878,Soltero,Femenino,0,20,Si
,18,Desconocido,Niño,9304,Soltero,Femenino,0,20,No
,23,Desconocido,Universitario sin graduar,4856,Soltero,Masculino,0,21,No
,52,Desconocido,Niño,7843,Soltero,Masculino,0,22,Si
,43,Privado,Magister,4309,Viudo,Femenino,3,52,Si
,24,Desempleado,Bachiller,7702,Casado,Femenino,2,43,No
,69,Desconocido,Niño,3824,Soltero,Masculino,0,24,No
,67,Desconocido,Técnico,1563,Casado,Femenino,0,25,Si
,53,Desempleado,Licenciatura,9795,Casado,Masculino,1,52,Si
,46,Desconocido,7 grado,6595,Casado,Femenino,0,28,No
,44,Privado,Bachiller,392,Casado,Femenino,6,52,No
,48,Desconocido,Niño,832,Soltero,Femenino,0,23,No
,31,Desconocido,Niño,1719,Soltero,Femenino,0,21,No
,62,Desconocido,Niño,8003,Soltero,Masculino,0,22,Si
,60,Desconocido,Universitario sin graduar,5576,Casado,Femenino,0,32,Si
,30,Privado,Técnico,1044,Casado,Femenino,6,52,No
,50,Privado,5 primaria,259,Soltero,Masculino,1,52,No
,53,Desconocido,Niño,7910,Soltero,Femenino,0,30,No
,27,Desconocido,Universitario sin graduar,6742,Casado,Masculino,0,27,Si
,54,Privado,Universitario sin graduar,9392,Soltero,Femenino,2,52,Si
,42,Desconocido,Universitario sin graduar,8072,Casado,Femenino,0,30,No
,45,Privado,Bachiller,6713,Soltero,Femenino,6,52,Si
,34,Gobierno local,7 grado,409,Soltero,Femenino,4,52,No
,20,Desconocido,Niño,4304,Soltero,Masculino,0,21,No
,21,Privado,10 grado,4750,Soltero,Masculino,2,45,No
,26,Desconocido,Niño,7471,Soltero,Femenino,0,32,No
,40,Privado,3 primaria,708,Divorciado,Masculino,3,52,Si
,33,Desconocido,Niño,478,Soltero,Femenino,0,30,No
,18,Desconocido,Niño,2618,Soltero,Femenino,0,20,Si
,26,Desconocido,Bachiller,3562,Casado,Masculino,0,24,Si
,38,Desconocido,Niño,9153,Soltero,Masculino,0,31,Si
,59,Privado,Universitario sin graduar,143,Soltero,Masculino,6,50,Si
,48,Privado,Bachiller,9246,Casado,Femenino,4,52,No
,59,Desconocido,Niño,1454,Soltero,Femenino,0,19,No
,34,Desconocido,7 grado,3014,Casado,Femenino,0,28,Si
,38,Desconocido,7 grado,7488,Casado,Femenino,0,20,Si
,27,Privado,Universitario sin graduar,1288,Casado,Femenino,6,52,Si
,20,Privado,Universitario,9740,Casado,Femenino,5,52,Si
,41,Privado,Universitario sin graduar,6580,Divorciado,Femenino,3,50,No
,52,Privado,Magister,4528,Soltero,Femenino,3,50,Si
,31,Privado,5 primaria,2265,Casado,Femenino,3,52,No
,54,Desconocido,Niño,9286,Soltero,Femenino,0,26,Si
,21,Desconocido,Universitario sin graduar,9442,Viudo,Femenino,0,21,No
,20,Desconocido,Bachiller,9255,Casado,Femenino,0,19,Si
,61,Desconocido,Universitario sin graduar,8088,Casado,Femenino,1,40,Si
,46,Desconocido,Niño,4305,Soltero,Masculino,0,26,Si
,41,Privado,Bachiller,4895,Casado,Femenino,1,43,Si
,41,Privado,Universitario sin graduar,1582,Casado,Masculino,6,52,No
,49,Desconocido,Niño,2733,Soltero,Masculino,0,22,Si
,31,Desconocido,Niño,1841,Soltero,Femenino,0,32,Si
,45,Privado,Licenciatura,6142,Soltero,Femenino,6,44,Si
,47,Desconocido,Niño,2218,Soltero,Femenino,0,22,Si
,64,Privado,Bachiller,161,Casado,Masculino,4,48,Si
,41,Desconocido,Niño,7956,Soltero,Masculino,0,21,Si
,28,Desconocido,Niño,8506,Soltero,Masculino,0,20,Si
,65,Privado,Bachiller,5248,Casado,Femenino,4,52,Si
,70,Desconocido,Niño,4187,Soltero,Masculino,0,19,No
,48,Privado,Bachiller,1500,Casado,Masculino,6,52,No
,35,Independiente,Universitario sin graduar,7039,Casado,Masculino,1,52,Si
,35,Desconocido,Niño,4267,Soltero,Femenino,0,29,No
,39,Gobierno Nacional,Universitario sin graduar,2326,Casado,Masculino,1,52,Si
,31,Privado,Universitario sin graduar,1600,Divorciado,Masculino,4,52,No
,68,Desconocido,Universitario,6447,Casado,Femenino,0,18,No
,19,Desconocido,Bachiller,2247,Viudo,Masculino,0,31,Si
,57,Privado,Bachiller,3919,Casado,Masculino,3,51,No
,38,Gobierno Nacional,Bachiller,9440,Casado,Femenino,0,21,Si
,56,Desconocido,Niño,8318,Soltero,Femenino,0,29,Si
,64,Desconocido,Niño,2778,Soltero,Femenino,0,19,No
,66,Desconocido,7 grado,6663,Viudo,Femenino,0,26,Si
,18,Privado,5 primaria,7345,Casado,Masculino,2,52,Si
,70,Independiente,7 grado,1724,Divorciado,Masculino,1,50,No
,41,Desconocido,Niño,7931,Soltero,Femenino,0,28,No
,66,Desconocido,Niño,805,Soltero,Masculino,0,32,Si
,28,Desconocido,Niño,297,Soltero,Femenino,0,22,No
,63,Privado,Universitario sin graduar,2318,Casado,Masculino,6,50,Si
,20,Desconocido,Licenciatura,1588,Casado,Femenino,0,27,Si
,33,Gobierno Nacional,Licenciatura,9987,Divorciado,Femenino,6,45,No
,58,Desconocido,Niño,1843,Soltero,Femenino,0,22,Si
,19,Desconocido,Bachiller,7514,Casado,Femenino,0,27,Si
,23,Desconocido,Niño,9811,Soltero,Femenino,0,30,Si
,22,Desconocido,5 primaria,5394,Casado,Masculino,0,22,No
,49,Desconocido,7 grado,6309,Casado,Masculino,0,28,Si
,52,Privado,Universitario sin graduar,7488,Casado,Femenino,1,52,No
,19,Privado,Universitario sin graduar,7305,Casado,Masculino,4,52,No
,61,Desconocido,Licenciatura,4031,Casado,Femenino,3,44,Si
,29,Privado,Licenciatura,104,Casado,Masculino,5,52,Si
,54,Gobierno local,Licenciatura,4599,Casado,Femenino,4,52,Si
,22,Privado,9 grado,7326,Cónyuge ausente,Masculino,0,24,Si
,60,Privado,Universitario,7112,Casado,Femenino,6,52,Si
,32,Desconocido,Niño,1650,Soltero,Femenino,0,26,Si
,37,Desconocido,5 primaria,6375,Viudo,Femenino,1,44,Si
,31,Privado,10 grado,7192,Soltero,Femenino,0,28,Si
,33,Desconocido,7 grado,9806,Casado,Masculino,0,25,Si
,33,Desconocido,10 grado,5736,Viudo,Femenino,0,27,Si
,63,Privado,Bachiller,4949,Casado,Femenino,4,52,Si
,33,Desconocido,Niño,1485,Soltero,Femenino,0,18,Si
,20,Privado,Bachiller,9902,Casado,Masculino,1,52,No
,44,Gobierno Nacional,Bachiller,7751,Casado,Masculino,5,49,No
,27,Privado,Bachiller,800,Casado,Femenino,1,52,No
,60,Privado,Universitario sin graduar,1252,Casado,Masculino,4,52,Si
,52,Desconocido,Niño,630,Soltero,Femenino,0,25,Si
,66,Privado,Bachiller,1728,Casado,Femenino,5,52,No
,49,Desconocido,Bachiller,4919,Viudo,Femenino,0,23,No
,51,Desconocido,Universitario sin graduar,9986,Viudo,Femenino,0,21,No
,23,Privado,Bachiller,7095,Casado,Masculino,6,52,Si
,43,Privado,Bachiller,6705,Casado,Masculino,0,29,Si
,63,Privado,Bachiller,3528,Soltero,Femenino,6,43,No
,65,Privado,Grado 11 sin diploma,878,Soltero,Masculino,2,45,Si
,56,Desconocido,Niño,6228,Soltero,Femenino,0,26,Si
,51,Gobierno Nacional,Bachiller,1650,Casado,Femenino,6,52,No
,51,Desconocido,Niño,5870,Soltero,Femenino,0,26,No
,58,Independiente,Desconocido,6385,Casado,Masculino,1,52,Si
,20,Mixto,Magister,7619,Casado,Masculino,6,45,No
,35,Desconocido,Desconocido,1745,Casado,Masculino,0,24,Si
,41,Privado,Licenciatura,811,Casado,Masculino,3,52,Si
,41,Desconocido,Bachiller,5676,Casado,Femenino,0,25,No
,68,Desconocido,Niño,5878,Soltero,Masculino,0,30,No
,56,Desconocido,Niño,737,Soltero,Masculino,0,18,Si
,66,Desconocido,Niño,1785,Soltero,Femenino,0,24,No
,59,Privado,Bachiller,5457,Casado,Femenino,2,52,No
,33,Privado,Universitario,942,Casado,Femenino,6,52,No
,70,Desconocido,Niño,6967,Soltero,Masculino,0,19,Si
,60,Privado,5 primaria,5827,Soltero,Femenino,1,52,Si
,28,Privado,Licenciatura,9147,Casado,Femenino,6,52,No
,69,Desconocido,Niño,2800,Soltero,Femenino,0,24,Si
,49,Privado,Universitario sin graduar,1000,Casado,Masculino,6,52,No
,38,Privado,Licenciatura,1608,Casado,Femenino,2,52,Si
,54,Privado,Bachiller,6123,Soltero,Masculino,4,52,No
,53,Privado,Bachiller,706,Soltero,Femenino,2,50,Si
,53,Privado,Universitario sin graduar,663,Soltero,Femenino,4,52,Si
,32,Desconocido,Niño,5816,Soltero,Masculino,0,30,Si
,42,Desconocido,Niño,5945,Soltero,Masculino,0,25,Si
,40,Desconocido,Magister,8609,Casado,Femenino,0,18,Si
,53,Gobierno Nacional,Universitario sin graduar,1639,Soltero,Masculino,4,52,No
,54,Privado,Licenciatura,5842,Casado,Masculino,3,52,No
,52,Desconocido,Licenciatura,7490,Casado,Femenino,0,32,Si
,63,Desconocido,Universitario sin graduar,5895,Soltero,Femenino,0,30,Si
,31,Privado,10 grado,3273,Divorciado,Femenino,4,51,No
,37,Nunca ha trabajado,Bachiller,8950,Soltero,Femenino,0,25,Si
,28,Privado,Magister,8792,Divorciado,Masculino,6,52,No
,68,Privado,Universitario sin graduar,1100,Casado,Masculino,4,52,Si
,39,Desconocido,Universitario sin graduar,9012,Casado,Masculino,0,31,Si
,19,Privado,Bachiller,5246,Casado,Masculino,6,52,No
,60,Privado,Universitario sin graduar,4314,Divorciado,Masculino,6,52,No
,67,Desconocido,Universitario sin graduar,7278,Casado,Masculino,0,24,No
